,English,Target Kangri,Generated Kangri
2093,"I had 49 out of 150 numbers in math, English, Sanskrit and Hindi in the second division and in geography.","हिसाब, अंग्रेजी,संस्कृत कने हिंदी बिच सेकंड डिविजन कने भूगोल च  मेरे 150 में से 49 नम्बर थे।","मेरे बल सेकंड डिविजन कने भूगोल च मैथ्स, अंग्रेजी, संस्कृत कने हिंदी च 150 ते 49 नंबर थे।"
2094,"This bone cage, hang it here or there.",हड्डियां रा पिंजरा ए-भांए इत्थु टुंगा या धू,"एह हड्डी पिंजरा, इत्थु या तित्थू लटकाई देया"
2095,Mother: Hurry up,अम्मा:-तौली आई जायां,अम्मा :चल
2096,"Freedom is not easy, my friends.",अज़ादिया दा सुख कोई सौख़ा नी ओ मित्रो,अज़ादी कोई आसान गल्ल नी मित्रो
2097,Luckhu breathed happiness after visiting the doctor,डाक्टर तिसजों गेन्दे दिक्‍्खी ने उट्ठिया कनें चला गेआ,"तिन्नीं दस्सया, अच्छा, क्या करदे?"
2098,"The Pandits went to the priests and showed the birth of Rasille and said, ""See Pandit Ji! When will my son get a job?"" The cows' shoes were broken in the cycle of birth.",रसीले दे टिपडुए जो पंडतां-प्रोहतां व्हाल दसदी फिरै-दिखना पंडत जी! मेरे मुन्नुए जो नौकरी कधैड़ी मिलगी ? टिपडुए दे चक्करे च गाता १ पणहियां टुटी गईयां,{575} पंडत पुरोहितां बल्ह जाई के रसीले दा जन्म दस्सी के गलाणा लग्गे- दिक्ख पंडत जी! मेरे मुन्नुएं जो कदी नौकरी मिली जाणी? जन्मदेयां चक्रा बिच गाई दियां जूतियां टुटी गेइयां।
2099,"On this day, Tulsi's spiritual marriage to Shaligram is to Dev Vakhni Ekadashi.",कने समझा आई गया कि उन्ने अपनिया जिंदडिया बिच्च क्या गलती कितियो।,इस दिने तुलसी दा शालीग्राम दा अध्यात्म विआह देव वखणी एकादशी दा है
2100,"Man, you are a good man.",खाली आऊणे-जाणे रा इ चलण माहणुआं,अरा तू इक खरा आदमी है
2101,You break it before you eat.,अपूं रोटी खाणे ते पहलें तिसा जो टुकड़ा देणा,जेया खाणे ते पैले तुसां तोड़ी दे
2102,God also distanced himself from devotees,भगवाने बी ने भी भक्तां ते दूरियां बणाई लेई,भगतुए री एह् गल्ल सुणी करी तिन्नी भगतुए री एह् गल्ल सुणी
2103,What happens tomorrow?,कल क्या  हौन्दा  है???,कल्ले दा क्या हुंगा?
2104,You're not a witch.,कि भई मै गिद्दड़ है ? हैं ?,"मैं तां गलाया, जे तुसां जो कोई बुरा नी लग्गा, तां तुसां जो कोई बुरा नी लग्गा"
2105,The Maracaibo heard the sound,तिन्‍नीं भित्तां जो कन लाई उआज सुणी |,मरासैबोए जो सुणी करी
2106,Who named you Joanda? You're all right?,बस सोच्चा करदी थी जे काल्हू घरै पुज्जां जाई ने,तिजो कुन्नी नां दित्ता जोन्डा तू ठीक है?
2107,There was a Brahmin in his kingdom who was once well off but after two or four years he became very poor.,{421}   तिसदे राज्जे बिच इक बाह्मण रैहन्दा था। पहलैं सैह ठीक-ठाक रज्जेया-पुज्जेया था अपर दूंह-चैंह साल्लां ते लेई के सैह बड़ा ही गरीब होई गिया।,{575} तिन्हां दे राज्जे बिच इक बाह्मण था। सैह इक बेल्लैं बड़ी रँह्दी थी पर दो-चैंह सालां बाह्द सैह बड़ा ही ग़रीब होई गिया।
2108,morning arrival,मंत्री जी ग्लाः दे भाऊ-मुखमन्त्री होरां नैं जरूरी मीटिंग ऐ,भ्यागा ही पुज्जा
2109,She left Arjuna there and returned with a good heart.,अजZणें जो तित्थू छड्डी के नरास मने ने हटि आई।,273. तिन्ना अर्जणें जो तित्थू छड्डी के खरा मने ने लौटी गेई।
2110,"I have a job to do. I have been broken. The government has given the title of Brave, land in Lyalpur, today is the opportunity for saltwalking.","सूबेदारनी बोला दी ऐ- ""मैं तां तिज्जो औंदेयां- सार-ई पछाणी लेय था","मिंजो कम करना ए। मिंजो तोड़ाया गया।सरकारे ने ब्रावे दा खिताब दित्ता,लयालपुरे च जमीना,अज्ज नमक चलणे दा मौक़ा है।"
2111,The girl 's turn was with Srirang.,कुड़िया ब्हाल़ेयां दे मुखड़े पील़े पेई गे अपर हुण सैह् के करी सक्कदे हे?,"तिन्नीं गलाया, 'बच्चा, मैं तां गलाया, जे कुड़ीयां दी बारी ऐ, तां श्रीरांग दे कन्नै आई जाणी"
2112,Think of the roads and the forgotten people and the Indian roads that have never been forgotten.,अच्छा बेटा!देर मत करो।,सड़कां दे बारे च सोच कने भुल्ली गए लोग कने भारत दी सड़कां जो कदी नी भुल्ली गए।
2113,"Pratap Havaldar, Vikram, Suk, Sharan, Trilok, Jivan, Godla were all sitting",सौंकी बड़ा जबरा होई गिया था पर हाली भी आई बैन्धा था बिच,"{844} प्रताप हावलदार, विक्रम, सक्क, शरण, त्रिलोके, जीवन, गोदला सारे ही बेही गिया थे।"
2114,All fled to Bihar,सारे नस्सी गये यू0 पी0 बिहारे यो,सारे बिहार चली गए
2115,580. Do you have any dolls?,"579.अच्छा, आधे एमएलबी विदेशों से हैं!",589.मैं एक नर्स हूँ।
2116,"When he went to get enrolled in fifth grade, the teacher said, ""Dinu!",जाल्हू पंजियां च दाखल कराणा गिया ता मास्टर गलाया दीनुआं,पंजवीं च दाखिला लैणा जाणे पर मास्टर होरां गलाया दीनू !
2117,Carrying a canopy,सफ़ारसी चिट्ठी एह नी झलंदा,कंदिया लेई के चलदी
2118,"Hey, light up a light!",पाई!! कोई  लाईट जला!,"ओए, लाईट लगा दे।"
2119,"Eventually, the two families began to live apart by sharing their belongings.",रामुएं बी कलाह् मुकाणे तांईंअणमुक अड्डियां रगड़ियां कनैं नक्क-नक्क लीक्कां कड्डियां अपर गल्ल सिरैं नीं चढ़ी।,तिन्हां जो अपणेयां दोस्तां दे घरें बठाई करी अपणेयां दोस्तां जो बठाणा लग्गे।
2120,The whole village saw the invitation and the wedding was arranged.,सारे ग्रांए जो नियन्द्र देई करी ब्याहे दी त्यारी होई गई,{570} सारेयां ग्राएं जो दस्सा दित्ता। तिसा दे ब्याहे दा बणाई के बणना लग्गा।
2121,The staying in the stands is a disaster for them.,टिकी  करि बैठणा  उना  वास्ते  मुसिबत  होई गई है ।,स्टैंड पर रैहणा तिन्हां वास्ते तबाही है
2122,I just left with my father-in-law. It just happened.,ओ मेरिए माए एह क्या पद्दरव होई गिया,मैं ता फिरी अपणे सासू बब्बे कन्ने चली गिया ए ता होई गेया ए।
2123,"The man is young. Well, remember this boy's father calls Ajit","आ ओह, सकूटर टैलीवीजन तां हैंगे नें–? जां ओहनां नूवी......?","एह तां गल्ल सुणी करी सैह् गलाणा लग्गा, अज तिक्कर ईय्यां ई गल्ल ऐ, जे एह गल्ल सुणी के सैह् गलाणा लग्गी, '''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''"
2124,And he proved publicly that he was only being punished for his father 's blindness.,भरतवंसे च काबल राजकौरे /टिक्के जो राजपाट देणे दी रुआज/लीक थी,तिन्नी अपणे बब्बे दी अन्हें गल्ला सुणी करी सद्दी दित्ती
2125,"Our shrinks should not look with their eyes"".","""तुहाडड़ी कानणी सैह् स्हाडड़ैं लेक्खैं।",साड़ेयां शराबां जो अपणियां हाखीं ने नी दिखणा चाहिदा
2126,Five soldiers were killed in a terrorist encounter in Kashmir,कश्मीरे च इक  आतंकी मुठभेड़े च पंज जुआन सहीद होई गये,काश्मिर च आतंकी दे मुठभेड़े च पंज सपाही मारे गए
2127,One is that old-fashioned drink.,तिज्जो नी पता जे क्या खसौबी है ?,इक है वो पुराणी शराब
2128,"The guards here are far away, fighting each other.","जिसा धरती पर अहां रेया दे,",इत्थु पैह्रेदार दूरे दूरे च इक्क दूए ने लड़दे रैहन्दे
2129,He was a Jatt boy from the village of Kharkari.,कहुरकड़ि ग्राएँ दा रेहणे वाला सैह जट्टांं दा छोरु था।,तिन्नीं ग्रांए दे खड़ोकरियां दा जट्ट मुंडू था
2130,who are the kings,सच्चो सच्ची लिक्खा करदा,कुण राजे हन
2131,Nancy: My friends told me that doing some homework before an interview helps.,नेंसी: मेरेयां दोस्ताँ मिंजो दस्सया कि इंटरव्यू च जाने ते पहले कुछ होमवर्क करने च मदद मिलदी।,नेंसी: मेरे दोस्तां मिंजो दस्सया कि इंटरव्यू ते पहलें कुछ होमवर्क करना मदद करदा ए।
2132,They are all to be put to death.,बाबू होर मज़दूर सिपाही,तिन्हां जो सारेयां जो फांसी देणा पौणी
2133,"In this regard, he organized a very large banquet.",इस मौके पर उन्नी बड्डे  भोज दा आयोजन कितया।,इस परंत तिन्नी बड़ा बडा भोज कित्ता
2134,The theatre was set up for this performance.,दूत्ते दा स्नेहा मिल्लणे परंत ब्राह्मण राज दरुआर च हाज़र होई गेआ।,इस नाटके वास्ते रंगशाला दी व्यवस्था होई गई थी
2135,Today was the turn of the villagers.,बस राजकमारे अपणे यार दोस्त भी सद्दी लेयो थे पर तिन्हां की औणा था अज नी,अज ग्रांए देआं लोकां दी बारी थी
2136,The Sahib said no.,केई माह्णू कम कार करी कराई साहबां अफसरां पर पट्ट पाणा जाणदे,"सहूकारे ने गलाया, ""नहीं"
2137,He refused to work.,भला सैह् पराये घरे च आइयै अपणा नां-कुनां कैंह् सुणैं?,सैह् कम्म करने ते मना करी दित्ता
2138,The witches have the opposite path.,पर चामत ही तिसदा ध्यान तिसा दे पैरां पास्सैं गिया ता पैर ता सिद्धे थे,जादुईयां दा उल्टा रस्ता है
2139,Male or not,जे हाऊ' योगी नीं होया-तां मिजो बगैर क्या पुन्न होणा तेरा ?”,कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया कुड़ीया
2140,"With him were the manna, the dove, the grasshopper, the monkey.",अज्ज मेरे घरे कन्नैं लगेयो पीपले दे रुक्खे पर बैठी खुशिया नैं चहका दी ही।,"तिसा सौगी मन्ना, कबूतर, गिदड़, बांदर थे"
2141,There were no plumbing in those days.,पर ग्राएं रियां जणासां जां रुल॒दू खूहए पासें जान्दा दिक्खिया तां सैह घड़ियां चुककी तिसदे पिछें चली गेइयां |,तिन्हां दिनां नलकां दा कोई बणदा नी था
2142,"Talent: Yes, you are right, but the mentality of the male - dominated society has not changed yet.",तिसा नैं कोई भेदभाव नीं होन्दा  श्यामला बोल्ली।,प्रतिभा:- हां ठीक गला दा पर नर प्रधान समाजे दी सोच अज्ज तक नी बदली
2143,The true givers give secretly,सच्चे दानी गुप्तदान करदे,सच्चे देणे आले देणे छुप छुप छुप
2144,He missed the tremor.,पर हुण ता तिसदे पराण गले जो गोहा करदे थे,तिन्नी झोल मारी दित्ती
2145,"How about you, Mary?","लेस्ली: तुहां, मैरी दे बारे च कियां?",तुसां दे बारे च किंजा ऐ मैरी?
2146,1050. I was riding my scooter.,1049.मैं अभी बाहर से आया हूँ।,1059.मैंने अपने कुत्ते को देखा।
2147,"The crow asked, 'Tell me what the girl 's parents said '?",मुड़ी नैं सैह् फिरी मगरमच्छे दिया पिट्ठा उआर आई पुज्जा,कौड़ें पुच्छेया दस्स कुड़ीया दे मम्मी पापा क्या बोले?
2148,The entire people here are our witnesses. Panchayati asked five or seven people in turn.,"इक्क नी महाराज! एत्थू दी सारी जनता स्हाढ़ी गुआह ऐ, पंचैती बारी बारी पंज-सत उल्लु पुच्छे, सारयां एही गलाया कि एह इन्हां दी ही है",{844} इत्थू सारा लोक साड़े ही गवाह है। पंचैती बारी बारी पंज-सत लोक पुच्छेया।
2149,"Ari Radha, what is your future husband?",अड़िये राधा तेरा होणे आला खसम कदेया है?,सैह् अपणिया भविष्य दा पति है।
2150,"When the thief heard the ring of diamonds, he thought he might steal the heir's house today.",चोर सुणदा रे 'आ,चोरें हीरे दी रिंग सुणी करी सोचा अज्ज तिस जो वारिस दे घरे ते चोरी करी सकदा
2151,Sometimes naked sir sometimes hat,कदी सींहडां तां कदी हक्का,कदी नंगे साहब कदी टोपी
2152,A primary school was opened in those days.,भगतुए री बाराह कनालीं ज़मीन बी बुड्ढिया रे किरिया कर्मे रे खर्चें ताईं गैहणें रखोई गेई,तिन्हां दिनां इक्क प्राइमरी स्कूला खुल्ली गिया था।
2153,"At 10:00 pm, the Sahib came to the office, Reju got up and greeted him.","दस बजे साहब दफतर आया, रीझुएं उठी करी नमस्ते कीती",दस बजे साहब दफतरे च आई गये रीझू उट्ठी करी सलाम कित्ता
2154,So Grandma would give up on her widow and then she would gather the whole congregation.,जाल्हू भी तिन्हां दी लड़ाई हुन्दी ता जोन्ढा ताईया जो फन्डणे जो त्यार होई जान्दा था,इस करी नानी अपणी विधवा जो छड्डी दिंदी थी फिरी सारा मण्डल इकट्ठा करी दिंदी थी
2155,"The next day he stayed at the hotel, busy discussing the play with his theatre company.",अगले दिन  से होटलेच  रंग मंडली  कन्ने  नाटक  दी गल्लांच  मग्न  था।,अगले दिन सैह होटले च बेही के अपणिया थियेटर कंपनी कने नाटक पर चर्चा करने च बिजी रेया।
2156,were ready to fight,बरिकमे कनै सहूकारे दी अप्पू बिच बजी पई थी,सैह् लड़ाईया जो त्यार थे
2157,There was a great debate about who should be behind the ten men.,लहणासिंह सम्झी मैं चुप होई गेया,दस आदमियां दे पिच्छे कुण होना चाहिये इस बारे च मता बहस होई गई
2158,Do not let the tree be destroyed,वृक्षां पार देवते दा बास,रुक्ख न बिखरी जाए
2159,"It must be a lion and a half, a small animal cannot dare to enter the lion 's house.","एह जरूर ढाई शेर ही होणा, माड़ा-मोटा जानवर शेरे दे घरे च बड़ने दी हिम्मत नी करी सकदा","एह ढाई शेरे होणा चाहिदा, कोई छोटा सा पशु शेर दे घरोई जाणे दी हिम्मत नी करी सकदा।"
2160,(1),टपला,ग़ज़ल
2161,It's really good!,एह सच्ची मुची खरा है।,एह बड़ा खरा ए।
2162,Where devotees like Dhana Bhakti found God through devotion and established unwavering faith and devotion on the path of welfare devotion;,कला दे खेत्तर च कलाकारां संसार दी मशहूर गुलेर (कांगड़ा)शैली दित्ती।,जिसते धना भगतुए दे जमाने दे भक्त भक्तिया दे जरिए परमात्मे जो मिली करी कल्याण भक्ति दे पथ पर अटल विश्वास कने भक्ति स्थापित कीती।
2163,But the condition is that we do not harm him too.,"लोह्का छोट्टू बडा़ खुश होई बोलणा लग्गा,""परमात्मे दी बणाइयो कोई चीज़ स्हाडा़ माडा़ नीं करदी",पर शर्त ए कि असां तिसा जो बी कोई नुकसान नी करगे।
2164,If you can excuse me,तुस्सा मेरे पिछे बड़े कष्ट झलयो,जे तुसां मिंजो माफ करी दिन्दे
2165,Today it was the same Panchayati.,आज सैह्यो पैंची-थी पेढ्यो,अज तिसदी ही पंचैत थी
2166,1014.Haha wash it with some cool drip black pepper.,1013.मैं भगवान से प्यार करता हूँ।,1013.मैं एक पालतू जानवर के रूप में काम करता हूं।
2167,What is there to cry about?,इत्थु खेलना सख्त मना ए,रोणा क्या देया
2168,The temple of Mother Jwala Devi is also one of the 51 Shaktipeeths of the country,शक्तिपीठ श्री ज्वालादेवी जी दा मंदर,माता ज्वालादेवी दा मंदर भी इसा दे 51 शक्तिपीठियां च इक है
2169,Anger is spreading from house to house.,बगणा लगि पेहया,घर-घर गुस्सा फैली जा रहा है
2170,Breaking up the marriage relationship was his left handed game.,दो पैसे खर्चणां तिसजो मौत दुसदी थी,ब्याहे दा रिस्ता तोडना तिसदा बायाँ हाखीं खेल था
2171,I thought that the animals and birds were always doing the same thing.,कमाल होईय्या! पड़े स्संण अन्दरे ते भिरी कलाई- “मालका खैर ई करेयां,मैं सोचदा था कि जानवर पंछी हमेसा इसा ही गल्ला करदे रैहन्दे।
2172,This is at least 56 years old.,एह गल क्हट ते क्हट पैंसठ साल पराणी है।,एह कम से कम 56 सालां दा है।
2173,You decide what punishment Nanc should get.,तुसां आपणा फैसला देयो कि नानके जो क्या दण्ड मिलणा चांइदा?,"नानके जो क्या सजा मिलणी, सैह फैसला तुसां ही करदे"
2174,You came not death nor weather.,ते पकड़ी मौलवी पंडते ने हथ तलुआर गल्ल क्या है।,तू आई गई न मौत न मौसमे
2175,Sensed sensation evokes sensation,समझया शाल त शाल हुई,"इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां गल्लां च, इक्कसी देयां ग"
2176,He explained to everyone--,हुण इत्थू रज्जी-रज्जी घियो-खिचड़ी खुआणे ब्हाल़ा कनैं पंड्ड बन्हियैं धन देणे ब्हाल़ा कोई बी नीं ऐं।,तिन्नी सारेयां जो समझाया--
2177,Don't waste much time,इहनां रे अन्दरै लो बहलियो हुंदी,बड़ा वक्त बर्वाद मत करा
2178,"My mother worked hard to raise me, taught me until the tenth grade.","{738}  मौऊ मिह्ण्त-भुड़ी करि के पाले़या, औखिया-सौखिया दस जमातां पढ़ाया।","मेरी माऊ ने बड़ी मेहनत की, दसमी तक पढ़ाया।"
2179,Everyone started laughing.,इतणे च ई ता......हा.........आ.......हा.........अहा...,सारे लोक हस्साणा लगे
2180,We arrest you both.,हम तुम दोनों को गिरफ्तार करते हैं,तुसां दोनो जो गिरफ्तार करदे हन
2181,What?,क्या ?',क्या गलाया था ?
2182,To see someone with affection,लग्गियो दिले दी ऐ होंदी बला क्या,कुसी जो स्नेहा ने दिखणा
2183,Cruelty should be avoided,माहणुआँ जो क्रूरता ते बचणा चाहिदा,क्रूरिया ते बचाणा चाईंदा
2184,"1 Hey there! How are you? Hey, I'm fine. How are you?",हाय उत्थु। क्या हाल ए। हे मै ठीक हां।। क्या हाल ए?,1 हैल्लो एथू। तुसां किदेह हन? हैलो मैं खरा ए। तुसां किदेह हन?
2185,We suffer for our own deeds.,अहां अपने कर्मां दे फले ने ई दुख भोगदे।,असां अपणेयां करमां वास्ते दुःख भोगदे हन
2186,We have a small percentage of the goods produced here.,अहां दे एथू माले दा प्रतिशत ईसा सुविधा च पैदा किता जांदा ऐ। अहां दा बी एक छोटा ऐ,असां दे मालयां दा इत्थु पैदावार थोड़ी ही प्रतिशत ऐ
2187,Twelve fried doves and almond meal,अज भी तिन्नै ही देणी थी,बारह तळया कबूतर कनै बदाम दा आटा
2188,"Well, you take out the nursing stress so I wish you luck with your sister.",वदिया तरीके ने नर्सिंग स्ट्रैप तुहां बाहर क्हडदे हन इसा खात्तर मैं भैणा कने क़िस्मत चहन्दा हां।,अच्छा तुसां नर्सिंग दा तनाव दूर करदे इस करी मैं तुसां जो अपणी भैण कने किस्मत दी शुभकामना दिंदा।
2189,So what are your hobbies?,तुहां किईयां  चुप न,ता तुसां दे शौक क्या हन?
2190,"Laura: Well, it's very difficult for me to fall when I go to bed.",लोरा :जालू मै विसातरे च जांदा तां मेरे तांई पौणा बडा ओक्खा ए मै बी कई बरी झड़ी राती दे बेले।,लोरा खरा ए मिंजो बासते बछाणे जाणे पर गिरना बड़ा मुश्किल ए।
2191,"1311. I too, I need to lose some weight on the side of the glove, lol.",1310.आपके पास क्या शौक हैं? - मुझे कुत्तों से प्यार है जो ठीक होगा,"1311.मैं भी, दस्ताने के किनारे पर कुछ वजन घटाने की जरूरत है lol।"
2192,"Hears who is, meaning, the world.","अपणी-अपणी पेईयो, कियां नभाणा भ्यार।","सुणदे कुण है, मतलब दुनियां"
2193,The priest went and spoke to the king.,"परो',तें जाई करी राजे नें गल्ल कीती","तिन्नी राजे जो गलाया, जाहलू तुसां कुथू जांदे?"
2194,"Not that their tongue did not move, but that it did move, but that it did strike like a sweet knife.",मजाल ऐ कि 'जी' कनैं 'साहब' सूणेयो विना कुसी जो हटणा पौऐ,"तिन्हां दी जिह्नां च कोई हिलणा नीं, पर हिलणा लग्गी, मिट्ठा छुरी सांई मारदा"
2195,We will take out the tongue of those who say some false words about him.,"कल ते स्कूल्ले यो जांणां, तां कुंहनकी होरनी आई रहणा-1",जिन्हां जो तिसा दे बारे च किच्छ झूठी गल्लां गलांदे तां असां जिह्नां जो कटाई दिंगे।
2196,But the numbered man kept explaining to him.,दादी हर बक्त एह गलान्दी रैंन्धी थी,पर नम्बरदार तिस जो समझाणा लग्गा करदा रेया।
2197,1048. Then you should practice often.,1047.यह अच्छा चल रहा है। एक काल्पनिक कथा उपन्यास पढ़ रहा हूँ,1047.मैं एक नर्स हूँ।
2198,"He beat his wife, but she didn't give up.",भ्यागा फिरी खूब लड़ाई होई खसमे जणासा दी,सैह् अपणी लाड़ी जो मारदा था पर सैह् हार नी मारी
2199,They all went inside.,"सारे अन्दर चले गए,",सारे अन्दर चली गए
2200,old woman said,ओ दाढ़ीजळ्या तैं मारी छड्डणी मै,पर तिन्नी ता तिन्हां जो कुछ नी गलाया था
2201,"He was supposed to get off the couch, but his sleep did not let him.",{867}  तिन्नी तां पठाणकोट ही लौह्णां था अपर बसर्म  नींद्रा लौह्णां ही नी दित्ता।,सैह् सोफे ते उट्ठी जाणा था पर तिसदी नीन्द नीं दिन्दी थी।
2202,Those who do not know the value of love,जो प्यारे दा  मुल्ल  न जाणे,जिन्हां जो प्यार दी क़ीमत नी पता
2203,How much he brought to eat,कितड़ा इन्नी धन कमाया,कदेहया खाणा लैई के आया
2204,I'm a long way away now.,हुन मै दूरे दी मुसाफिर है।,मैं हुण बड़ी दूर ऐ
2205,"The lion, who was friendly to the lion, did not take offense at his words.","केहं कि शेर तिस सियारे जो दोस्ते साही दिखदा था, इस करी के तिनी  तिस दिया गल्ला दा बुरा नी मन्नी करी तिसयो एह सब करने ते रोकया।",शेरे दी दोस्ती करने आले शेरे जो तिस दी गल सुनने पर कोई गुस्सा नी आया।
2206,"In youth the forest was not a place of habitation, but now you have been graced.",जुआनींयां च तां बणे-बणे री धूड़ फक्की निस्वे नैं इक्की जगा टिके नीं हुण तुसां री किरपा होणा लगी,जवानी च जंगल बसाई जाणा जगह नी थी पर हुण तुसां जो ममता मिली गई
2207,"If Gangi had not been found, I would have been the same person and you would have been the same person.",सैह ता त ठीक गला करदी अम्मा,गंगी जो नीं मिलणा तां मैं भी होणी थी तू भी होणी थी
2208,88. Police are trapped behind the thief.,मिंजो कुसी दे जरिये रोकेया।,88.पुलिस चोरें दे पिच्छे फसी गई है।
2209,"2 I don't know, all I am is a parrot and a mother.","2मिजो नी पता, सबनां च इक तोता कने इक मां ए। हां मैं इक पुरानी आत्मा बनी गिया ए कने मतीयां चीजां दे बारे च भावुक ए।",पता नी मैं इक पारा कनै इक माऊ है।
2210,oak panel,जलबां दा ज़हर जिस माहंणुए जो. पची गेआ।,बणदे नीं
2211,Roads are closed,रस्ते बंद होई जांदे हन,सड़कां बन्द हन
2212,The chair has no side and the bottom strap is weak.,इसा कुर्सिया दी तां इक बांह भी नी एं कनै थलकणा फटू भी कमजोर ही है,कुर्सिया दा कोई पासा नी है कने नीचे दा पट्टा कमजोर है।
2213,371. I did with the classrooms and plan to go out with friends tonight.,370.आप किस तरह का खेल खेल रहे थे?,370.मैंने अपने दोस्तों को पढ़ाया है।
2214,"Yes, yes, Suram says to Kalyan that he forgot the words and then he got up from the carpet and said the rain has diminished a little.",तां कुड़ी वी घट थोहड़ी पहलीयो- चौदा किहतीयां; नरस लहगीयो,"{585}  हां-, हां-, सूरज कल्याणें जो गलाया- तिन्नी गल्लां भुल्ली गेई कनै भिरी गल्ल-बचारें बिच खड़ोई के गलाणा लग्गा- बरखा थोड़ी घटी गेई।"
2215,Let's see.,चला  दिखदे  हन्न,एह तां ठीक ऐ।
2216,You will never be happy,साबरमती दा रोए: पाणी।,तुसां कदी खुश नी हुंगे
2217,The scale is in the hands of this people.,मेरे मुताबक जनता दी सुझता दी ई अज सब तें बड्डी लोड़ ऐ,"तिन्हां जो एह् गल्ल सुणी करी सैह् गलाणा लग्गा, 'बच्चा! तुसां क्या करा दे?"
2218,"Mike: John, it was nice to meet you.","सहजता, कन्नै मिन्जो आशा ए कि तुहां दे लेई काम्म करणे दा अवसर अौणा ।",जॉन: तुहां कने मिलणा अच्छा लगा।
2219,"The next day, the deer again batted on the same V Magermach: crossed and ate and drank meat and returned.",तां कल हुण मैं फिरी जांगा,{868} दुऐं रोज्जैं गिदड़ भिरी तिस ही वी मगरमच्छ पर बैट्ठणा लग्गा: क्रॉस करी के मास खाई के पीता कनै फिरी आया।
2220,Where to now,पूजा की छुट्टी गई।,हुण कुत्थु जाणा
2221,1100. My major is psychology. I'm trying to get my bachelor's degree.,1099.लोग बहुत अच्छे हैं और भोजन अद्भुत है! utah दूर नहीं है!,1100.मैं एक डॉक्टर हूँ। मैं एक डॉक्टर हूँ।
2222,How did the mother - in - law get off the roof?,फिरी भला सस सौहरा बौहड़ी ते . कियां उतरन,सस्स माऊ किय्यां बणी गई
2223,"The truth is that if they go there, they will have nothing of their own.",सच ता ये है कि  जे ये उत्थू  चले  बी जाणदा तां  बी उनादा  किछ बी अपणा  नी रैणा।,सच गलाणा तां है जे तित्थू जाई जांंगे तां अपणेयां किच्छ नी हुंगा
2224,What do you watch two clocks,होणा सौगी कोट टंगोया,तुसां क्या दिखदे दो घड़ियाँ
2225,We resent each other.,इहनां सब कम्मां ताई टैम बंडेया होंदा,असां इक्की दुए जो गुस्सा करदे हन।
2226,the wild,तिन्नी बी बद्दला लैणे तांई तिसा दी मुंडकी मरोड़ी दित्ती कनैं ब्राह्मणी मारी दित्ती,कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण कुण
2227,and bring a bottle of paps,कन्नें पैप्सिये दा बोतलू लेयाई देयाँ,कने बापुए दी बोतलुआ लेई औआ
2228,Children are the burden of the coming generations.,भौएं सैह्‌ बच्चे पशु-पक्षियां रे जां माहणुआं रे होन,बच्चेयां दा बोझ औंदेयां पीढ़ियां दा
2229,"754. Hi, how are you today?",753.आज मैं यही कर रहा हूं।,753.मैं एक नर्स हूँ।
2230,And he leaped and fell down in awe.,"लोक डरे, न्हट्ठणां लगे,","तिन्नीं गलाया, ''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''"
2231,Luck is its own.,तां केईयां जो चल पूरा कड़छा,अपणा ही अपणा ही किस्मत है
2232,Who walks around the cinema with a crazy loaf of bread,सिलमा हाले च कुण पाग़ल रोटी बन्नी के चलदा,पागल रोटी दे ढेरे ने सिनेमा दे चक्कर लगांदे
2233,"He was hungry, and he was hungry.",कनै फिरी इसा दा कजिया पई गिया था,तिन्नीं अपणेयां-अपणेयां गल्लां सुणीयां
2234,"I swear to you, I'm sorry.",एसी बांढिया मुखड़ा देखयो ।,"मैं कसम खांदा, मैं माफी चाहंदा।"
2235,"I didn't care about her, but my neighbor","जीते बकील्ले दे घरे उपरें तरीहड़ा “तड़-तड़"" करदा उडीईय्या",मैं तां तिसा दी परवाह नी करदा था पर मेरी पड़ोसिया दी
