Hindi,English
मैं एक पूर्णकालिक छात्र और एक बैंड में एक ड्रमर हूँ।,I am a full-time student and a drummer in a band.
"बहुत अच्छा, मुझे और अधिक कद्दू प्राप्त करने की आवश्यकता है।","Very well, I need to get more pumpkin."
मैं यह तय करने की कोशिश कर रहा हूं,I 'm trying to figure it out .
कि इस समय रात के खाने के लिए क्या करना है?,What to do for dinner at this time?
बादलों को देखने के लिए उसे आमंत्रित करने के लिए।,To invite him to see the clouds.
"आशावादी। नहीं, लेकिन मेरे बेटे अभी एक खेल देख रहे हैं","No, but my son is watching a game right now."
तुम जीने के लिए क्या करते हो?,What do you do for a living?
मैं हॉलमार्क के लिए प्रूफरीड करता हूं।,I 'm proofreading for hallmark.
ठंडा,cold
मैंने अपने पिता का अनुसरण किया और कैली और मेक्सिको में एक लेखक बन गया।,I followed my father and became a writer in Cali and Mexico.
"मैं घर पर रहने और पत्तियों को तोड़ने की योजना बना रहा था,","I was planning to stay home and break the leaves,"
गिरना बहुत जल्दी हो रहा है।,Falling is coming too soon.
मुझे बोर्ड गेम पसंद है।,I like board games.
वीडियो गेम मुझे भ्रमित कर रहे हैं।,Video games are confusing me.
क्या आपके पास एक बड़ा परिवार है,Do you have a large family?
मैं समझ सकता हूं कि वे शो क्यों करेंगे।,I can understand why they're doing the show.
मैं वास्तव में फास्ट फूड से प्यार करने लगा था।,I really fell in love with fast food.
"अरे वाह, मैं शर्त लगाता हूं।","Oh, wow, I bet."
वह कैसा दिखता है?,What does he look like?
मुझे बाघ कहना है हमने अब 20 से अधिक प्रकार के जानवरों को प्रशिक्षित किया है!,I have to say tiger. We have trained over 20 species of animals now!
हाँ यह सच है।,"Yes, that's true."
मेरी माँ हथेलियों को पढ़ती है,My mother reads the handwriting.
उम्मीद है कि वह मुझे बता सकती है,I hope she can tell me
कि कब खेलना है!,That's when to play!
अच्छी तरह से आपको उन्हें बाहर फेंक देना चाहिए।,Well you should throw them out.
मुझे अपनी खरीदारी की सूची को रंग देना पसंद है।,I like to color my shopping list.
बिस्तर में सभी 5 बच्चों को मिला और मैं कुछ कार्टून बनाने के लिए तैयार हूं।,I got all 5 kids in bed and I'm ready to make some cartoons.
ओह गश। मेरी प्रार्थनाएँ भेजना।,"Oh, Gus. Send my prayers."
क्या आपका घर ठीक है?,Is your home okay?
मुझे यकीन है कि आपके शरीर के अन्य अंग भी हाहा हैं।,I am sure that other parts of your body are also haha.
हाय! मैं ठीक हूँ और आप ?,I'm fine and you?
मैं खाना नहीं बनाती हूँ।,I don't cook.
आश्चर्य है कि मेरा पूर्व क्या कर रहा है ।,I wonder what my ex is doing.
ओह हाँ मुझे भी।,"Oh yeah, me too."
मैं वकील हूँ।,I'm a lawyer.
आप?,You?
ओह आपके लिए अच्छा है।,"Oh, good for you."
मैं कॉलेज में इस समय कला का अध्ययन करता हूं,I am currently studying art at the college.
क्या आपके पास बहुत अधिक ऋण है?,Do you have too much debt?
ठीक है बॉब आप खेल पसंद करते हैं,"Okay, Bob, you like games."
मैंने अपने पिता का अनुसरण किया और एक लेखक बन गया।,I followed my father and became a writer.
"किताबें मेरी सबसे बड़ी खुशी हैं, मेरे पास एक अच्छी छोटी लाइब्रेरी है।","Books are my greatest joy, I have a good little library."
जिसका मैं निर्माण कर रहा हूं।,which I am building.
बहुत बढ़िया।,That's great.
"साहित्य के साथ अपने मन को भरने के लिए कुछ भी नहीं, मुझे डेसर्ट भी पसंद है।","Nothing to fill my mind with literature, I like dessert too."
जब तक कि यह एक काले रंग के ट्रक के आकार में है।,Unless it 's the size of a black truck.
हम एक अच्छी बर्फ ठंड पेप्सी का भी आनंद लेते हैं।,We also enjoy a good ice cold pepsi.
आपके द्वारा देखा गया सबसे दिलचस्प मामला क्या है?,What is the most interesting case you have ever seen?
कोई नौकरी की पेशकश नहीं है,No job offer
इसलिए मैंने अभी अपनी शुरुआत की है।,So I just started my own.
"बड़ा राज्य, यह बहुत गर्म है।","Big state, it is very hot."
"मेरी माँ, मर गई जब मैं छोटा था।",My mother died when I was young.
"नहीं, मैं इतना नहीं पढ़ता हूं।","No, I don't read that much."
निश्चित रूप से आपको किसी भी चीज की आवश्यकता है।,Of course you need anything.
मैं तैरता हूं,I swim
मैं इस पर अच्छा हूं,I 'm good at it .
क्योंकि मेरी हड्डियां कभी नहीं टूटी हैं!,Because my bones have never been broken!
"क्षमा करें, यह सिर्फ इतना ही है।","Sorry, that's all."
काला सबसे अच्छा रंग है और मुझे अचार से नफरत है।,Black is the best color and I hate pickles.
यह अच्छा है कि वह बहुत प्रतिभाशाली और स्मार्ट होना चाहिए।,It is good that he must be very talented and smart.
ओह वास्तव में?,Oh really?
वे कहाँ जाते हैं?,Where do they go?
तुम कहाँ हो?,Where are you?
मैं समुद्र तट पर नंगे पांव जाना पसंद करता हूँ।,I like to go barefoot on the beach.
मेरा काला होना है।,I have to be black.
सब कुछ काले रंग का है।,Everything is black.
मेरा काम इतना तनावपूर्ण है,My job is so stressful.
कि एक बंदर अच्छा होगा।,That a monkey would be good.
"अच्छा, आधे एमएलबी विदेशों से हैं!","Well, half of the MLBs are from abroad!"
क्या आपके पास कोई गुड़िया है?,Do you have any dolls?
मैं एक पागल बच्चा था।,I was a crazy kid.
अपने मन को साहित्य से भरने जैसा कुछ नहीं,There is nothing like filling your mind with literature.
मैं सहमत हूँ।,I agree.
क्या आपने गुडफ़लस देखी है?,Have you seen Goodfellas?
एक टीवी आदमी के बहुत से नहीं है,A TV man is not much
क्योंकि मैं हमेशा यात्रा कर रहा हूं,Because I'm always traveling
"मेरे पास अपने बच्चों के रूप में अच्छी तरह से है,","I have as well as my children,"
लेकिन मैं मुश्किल से उन्हें बिल्कुल नहीं करता हूं।,But I hardly do them at all.
मुझे एक रॉक बैंड के साथ यात्रा करना पसंद है! ।,I like to travel with a rock band!
हाँ तुम कभी स्वयंसेवक काम करते हो ।,"Yes, you do volunteer work sometimes."
मैं एक कलाकार हूँ।,I am an artist.
मैं घर से काम करता हूं।,I work from home.
इससे मुझे अपने शौक भी पूरे करने पड़ेंगे।,It will also make me fulfill my hobbies.
उम्मीद है कि यह जल्द ही बेहतर हो जाएगा।,Hopefully it will get better soon.
मैं अपने प्रेमी के साथ नृत्य करूँगा और हम दोनों मेरे विशाल पैरों पर टिप करेंगे।,I will dance with my boyfriend and we will both tip on my huge feet.
"हाँ, मैंने उसका नाम अपने पसंदीदा बारहसिंगा के नाम पर रखा है।","Yes, I named her after my favorite Barhasinga."
मुझे किताबें पढ़ना बहुत पसंद है।,I love reading books.
मैं अपना बहुत सारा समय पढ़ने में बिताता हूँ।,I spend a lot of my time reading.
"नहीं, क्षमा करें, मेरा मतलब मेरे डेर पर है।","No, I'm sorry, I mean on my tent."
क्या आपके पास कोई ऐसा शो है जिसे आप नियमित रूप से देखते हैं??,Do you have any shows that you watch regularly?
उन्हें कुछ ऐसा मिलेगा जो उन्हें पसंद है,They'll find something they like.
परिवार का समय महत्वपूर्ण है,Family time is important
और खेल में भी कटौती की जाती है।,And the game is also cut.
"हाँ मुझे संगीत पॉप, रैप, 80 के दशक का संगीत पसंद है","Yeah, I like pop, rap, 80s music."
जो आपके बारे में है?,What about you?
"हाँ, मैं इसे बनाए रखने की कोशिश करता हूं।","Yes, I try to keep it."
मेरा आंकड़ा ।,My figure.
मुझे नीले रंग से प्यार है,I love the blue color.
मेरे बाल भी नीले रंग के हैं।,My hair is also blue.
मैं वीडियो गेम डिजाइन करती हूं,I design video games.
और सोशल मीडिया पर नजर रखती हूं।,And I keep an eye on social media.
मुझे अपने बिस्तर से काम करना पसंद है ।,I like to work from my bed.
अच्छा है कि क्या आपको रॉक क्लाइम्बिंग पसंद है ।,Good to see if you like rock climbing.
स्वर्ग के सबसे करीब ।,The closest to heaven.
"कुछ, वास्तव में mcdonalds की तरह नहीं है।","Some, not really like McDonalds."
मेरे पास 5 हैं।,I have five.
"वास्तव में कुछ और होने की सोच, अच्छा।","Actually, the thought of something else, good."
थका हुआ।,Tired.
मैं एक दुकान पर एक मैकेनिक के रूप में काम करता हूं।,I work as a mechanic in a shop.
जब से मैं हमेशा यात्रा कर रहा हूं,Since I've always been traveling
तब तक एक टीवी आदमी का ज्यादा हिस्सा नहीं है,"Until then, a TV is not much of a man 's share"
मैं फुटबॉल और हॉकी खेल पकड़ता हूं।,I catch football and hockey.
क्या आपने पहले कभी यात्रा की है?,Have you ever traveled before?
मेरे डैड के मरने के बाद मैं वापस देना चाहता था,After my dad died I wanted to give back
इसलिए मैं नर्सिंग होम जाता हूं।,So I go to the nursing home.
मैंने अपने ज्यादातर शौक छोड़ दिए हैं।,I have given up most of my hobbies.
मैं बस एक बुरे ब्रेक अप के माध्यम से चला गया।,I just went through a bad break up.
काश मैं ड्राइव कर सकता था लेकिन,I wish I could drive but
मैं नहीं कर सकता।,I can't.
यह बहुत अच्छा है।,This is very good.
तो क्या आपके पास कोई पालतू जानवर है,So do you have any pets?
"हाँ, यह अच्छा है कि मैं veggies प्यार करता हूँ ।","Yeah, it's good that I love veggies."
मैं समझता हूँ कि मेरी 17 साल की उम्र में उसका पहला बच्चा था,I understand that she had her first child when I was 17.
और मैंने इसे याद किया।,And I remembered it.
यह बदबू आ रही है।,It stinks.
मुझे देर होने से नफरत है।,I hate being late.
मैं फिट रहना पसंद करता हूं।,I like to be fit.
आप किस तरह की फिल्मों का आनंद लेते हैं?,What kind of movies do you enjoy?
मैजिक माइक मेरे लिए एक क्लासिक है।,Magic Mike is a classic to me.
हैलो आज आप कैसे हैं?,"Hello, how are you today?"
क्या आपको रोलिंग स्टोन पसंद हैं?,Do you like rolling stones?
कुत्ते भी अच्छे हैं!,Dogs are good too!
मेरे पास हैं,I have them.
उनके पास नहीं है,They don't have
क्योंकि हम बहुत घूमते हैं।,Because we go around a lot.
चीनी से प्यार करते हैं,Love the Chinese
हमने इसे हमारे घर तक पहुँचाया है।,We have brought it to our home.
मेरी एक चार साल की बेटी है।,I have a four - year - old daughter.
अच्छा है कि मेरे पास कुछ बिल्लियाँ और एक पिल्ला है।,It's good that I have a few cats and a puppy.
हम हाई स्कूल थे।,We were in high school.
जानेमन।,I know.
"हाँ, मैं अपने ट्रेडमिल पर मोबाइल फोनों के लिए देखता हूँ ।","Yes, I look for mobile phones on my treadmill."
तो आप अभी भी एक नौजवान हैं!,So you're still a young man!
उपचार पर सभी को शुभकामनाएँ! वही।,Best wishes to all on the treatment!
कुंआ। वह और फिल्में।,Well. That and movies.
मैं लगातार कार्टून पृष्ठभूमि में जा रहा हूँ ।,I 'm constantly going to the cartoon background .
शायद कुछ शाकाहारी मदद कर सकते हैं।,Maybe some vegetarians can help.
मैं मुझे कुछ सब्जियों से प्यार करता हूँ।,I love some vegetables.
क्या आपने पहले कभी यात्रा की है?,Have you ever traveled before?
मैं करता हूँ।,I do.
मैं यूरोप और दक्षिण अमेरिका की यात्रा करता हूं,I travel to Europe and South America.
ireland और ऑस्ट्रेलिया मेरे स्थानों पर जाने के लिए ठीक है।,Ireland and Australia are fine to go to my places.
आप कहाँ से हैं ?,Where are you from?
"मैं वेस्ट कोस्ट हूँ, लेकिन हर साल मैचिगन में पहुँचता हूँ।","I'm from the West Coast, but I go to Michigan every year."
और कुछ लोग असभ्य और अप्रिय होते हैं।,And some people are rude and unpleasant.
शायद या मेरे गृहनगर में सही हो सकता है।,Maybe or maybe right in my hometown.
मुझे उपकरण पसंद हैं और मुझे अपना प्लेन उड़ाना बहुत पसंद है।,I love tools and I love flying my plane.
आज आप कैसे हैं?,How are you today?
मेरे परिवार के साथ रेस्तरां में।,In a restaurant with my family.
आपने कभी हैरी पॉटर पढ़ा है?,Have you ever read Harry Potter?
"मुझे दूसरों पर दोष मढ़ना पसंद है, जाहिरा तौर पर","I like to blame others, obviously."
"योग्य नहीं, आपने खुद को दोहराया था।","Not qualified, you repeated yourself."
तो मैंने सोचा कि शायद आपके पास था।,So I thought maybe you had it.
"नाह, मेरे दो बच्चे हैं, और मैं मॉल में सौंदर्य प्रसाधन का पार्ट टाइम बेचने का काम करता हूं।","Nah, I have two children, and I work part-time selling cosmetics at a mall."
आप नेटफ्लिक्स पर कुछ वर्षों में देख सकते हैं,You can watch it on Netflix in a few years.
जब वे इसके बारे में बात करते हैं।,When they talk about it.
बस मेरी बिल्ली के साथ डर लगता है।,Just scared with my cat.
मेरी हंसी। धन्यवाद। आप कहाँ काम करते हैं?,My laugh. Thank you. Where do you work?
मैं लगभग ग्रेड स्कूल के लिए चला गया।,I almost went to grade school.
मैं बाहर काम कर रहा है,I 'm working out
और महान होने के साथ पागल हूँ।,And I'm crazy about being great.
मैं लंदन से हूँ,I am from London.
"और मैं सड़क पर, शिविर और इस तरह से प्यार करता हूँ।","And I love the street, camping and all that."
हुह वह थोड़ा बेईमान लगता है।,"Uh, he seems a little disloyal."
मैं अपनी हार्ले पर उड़ते हुए रंगों के साथ गुज़रा।,I flew by my Harley with flying colors.
क्या आपने कभी मांसपेशियों का दूध पीया है?,Have you ever had muscle milk?
मेरा पसंदीदा मौसम गर्मियों का है,My favorite season is summer.
इसलिए मैं अधिक तैराकी और दौड़ में जा सकता हूं।,So I can go swimming and running more.
"मैं ठीक हूं, मुझे आज भी घर की सफाई करनी थी","I'm fine, I still had to clean the house today."
हालांकि मुझे ऐसा करना पसंद नहीं है।,I don't like to do that though.
आयरलैंड और ऑस्ट्रेलिया मेरे स्थानों पर जाते हैं।,Ireland and Australia go to my places.
ireland बहुत अच्छा है,Ireland is very good
जापान मेरा अगला पड़ाव है।,Japan is my next stop.
वहाँ कभी नहीं गया ।,Never been there.
मैंने सुना है कि वे बहुत दोस्ताना लोग हैं,I've heard they're very friendly people.
वे सभी बेहतरीन हिट करते हैं।,They all hit the best.
क्या आपको इतालियन खाना पसंद है ?,Do you like Italian food?
यह मजेदार होने वाला है।,It's going to be fun.
आप क्या पी रहे हैं?,What are you drinking?
मैं अभी कुछ बागी आईपीएस से प्यार कर रहा हूं।,I am in love with some rebellious IPS right now.
मुझे लगता है कि आप प्रति हिट के भुगतान पर विचार कर रहे हैं।,I think you 're considering paying per hit.
मेरी हालत के कारण मुझे घर रहना है।,I have to stay home because of my condition.
क्या वे पिछली शादी से हैं?,Are they from a previous marriage?
आज आप कैसे हैं?,How are you today?
मजाक कर रहे हो!,You're kidding me!
मैं बहुत बड़ा प्रशंसक हूँ।,I'm a huge fan.
आपको और क्या पसंद है?,What else do you like?
मैं भी,I too
उसकी हमेशा प्रशंसा करो!,Praise him always!
अभी-अभी पढ़ा है,Just read
मेरा दैनिक भक्तिपूर्ण!,My daily devotee!
यह बहुत अच्छा है!,This is great!
मुझे पता है!,I know!
यह मुझे हर बार मिलता है।,I get it every time.
मैं बहुत सहमत हूँ!,I agree very much!
रिटायरमेंट के साथ आपको बहुत कुछ करने को मिलेगा!,With retirement you will have much to do!
मैं अपने बच्चों के साथ खेलना पसंद करता हूँ।,I like to play with my children.
तुम फ़ुटबॉल खेलते हो ?,You play football?
मैं करता हूँ।,I do.
यह अच्छा है,That 's good .
"मैं टेक्सास में एक बहुत बड़ा परिवार है,","I have a big family in Texas,"
लेकिन मैं अर्कांसस में रहता हूँ।,But I live in Arkansas.
मैं बहुत कुछ बढ़ाता हूं,I add a lot.
और बहुत सारे चित्र लेता हूं।,And I take a lot of pictures.
मैंने एक बार दौड़कर अपनी बांह तोड़ दी थी।,I ran and broke my arm once.
मैं अपने पियानो बजा रहा हूं।,I 'm playing my piano.
हां यह दौड़ने जैसा है।,"Yes, it's like running."
कभी नहीं रहा।,Never was.
मैंने सुना है,I heard
कि वे बहुत मिलनसार लोग हैं,that they are a very friendly people.
"हाय मैं सैली हूं, मैं अपने प्यारे कुत्तों के साथ टोस, न्यू मैक्सिको में रहता हूं","Hi, I'm Sally, I live in Toss, New Mexico with my lovely dogs."
नमस्ते! मैं अभी यहाँ पियानो बजा रहा हूँ,Hi! I'm playing piano right here.
और गा रहा हूँ,and singing
और साथ ही साथ गा रहा है,and singing along
कि लड़कों को बहुत मज़ा आता है,That's what boys have fun with.
अस्पतालों में लंगड़ा है,In hospitals there is paralysis
आपको इसके लिए एक रन बनाना चाहिए।,You should make a run for it.
वाह बस एंडर के खेल को पढ़ना समाप्त कर दिया है,Wow just finished reading Ender 's game
क्या शानदार किताब है!,What a wonderful book!
"ठीक है, हम अन्य चीजें करते हैं","Well, we do other things."
जैसे पार्क या चिड़ियाघर जाना।,Like going to a park or zoo.
"पुलिस क्या करती है, मस्ती के लिए?","What does the police do, for fun?"
कौन कहता है,Who says
कि आप आज सीखने वाले हैं।,that you are going to learn today.
नमस्ते वहाँ!,Hey there!
आपके शौक क्या हैं?,What are your hobbies?
मैं अच्छा हूँ!,I'm good!
घर जाने के लिए मेरी पत्नी की प्रतीक्षा कर रहा है।,Waiting for my wife to go home.
पसंदीदा रंग क्या है?,What is your favorite color?
मेरा बैंगनी है।,I have purple.
आप कितने समय से दोस्त हैं।,How long have you been friends?
मैं एक बड़ा भोजन नहीं हूं।,I'm not a big meal.
मैं चाबुक की तरह शिल्प पसंद करता हूं।,I like craft like the book.
"ओह, ठीक है।","Oh, all right."
और कुछ नहीं?,Nothing else?
मुझे लगता है,I think
कि मैं तुम्हें एक सलाद पी बनाऊंगा।,That I 'll make you a salad drink.
"हाय, आज आप कैसे हैं?","Hi, how are you today?"
कोई भाई-बहन खुद नहीं।,No brothers and sisters themselves.
क्या तुम काम पर हो?,Are you at work?
आप मज़े के लिए क्या करते हैं?,What do you do for fun?
इस मेंढक को ग्रिल कहा जाता है।,This frog is called a grill.
इसकी सुंदर सर्द। तुम्हारे बारे में क्या है?,It's a beautiful cold. What about you?
बिल्ली लापरवाह है?,The cat is careless?
www। कैफ़ेवाला। com,www. cafeteria. com
मेरी दुकान का लिंक है और हां वे अच्छे हैं।,I have a link to my shop and yes they are good.
क्या खेल खेला?,What game played?
मैं अभी यहाँ पियानो बजा रहा हूँ,I 'm playing piano right here
और साथ गा रहा हूँ,and sing along
मेरी माँ की अद्भुत यादें मेरे साथ खेल रही हैं,My mother's wonderful memories are playing with me.
और गा रही हैं।,and singing.
मुझे भी डांस करना पसंद है,I like to dance too.
"लेकिन मैं ऐसा नहीं कर सकता, जबकि मैं खेल रहा हूं।",But I can 't do that while I 'm playing.
"योग्य हाँ, मैं हूँ","Qualified Yes, I am"
लेकिन मेरे पास अभी भी दो और साल हैं।,But I still have two more years.
वे एक ही गंध लेते हैं,They smell the same.
जाहिर है,of course
मुझे मछली पसंद है,I like fish.
लेकिन गंध अलग है।,But the smell is different.
यह मज़ेदार होगा!,It's going to be fun!
आपकी उम्र क्या है?,What is your age?
कि आपको किराए पर लेने के लिए अन्य स्थानों पर देखना चाहिए,that you should look elsewhere to rent
यह आपके पसंदीदा भोजन के लिए बहुत अच्छा लगता है,It sounds great for your favorite meal.
रात के खाने के लिए क्या है ?,What's for dinner?
"मेरे पास मेरा पसंदीदा, बर्गर था।","I had my favorite, a burger."
मुझे यह विश्वास है कि ड्रेगन असली हैं!,I believe the dragons are real!
मैं ज्यादातर लोक संगीत गाता हूं।,I mostly sing folk music.
हमारे बैंड में मेरे कुछ दोस्त।,Some of my friends in our band.
इसके लिए जाओ!,Go for it!
यह मजेदार लगता है,It sounds funny.
ओह! मुझे आशा है।,Oh! I hope so.
अगर मैं ऐसा कहूं तो मैं बहुत अच्छा हूं,"If I say that, I'm very good."
काश मैं वहां होता।,I wish I was there.
मैं पिज्जा बनाने के काम में फंस गया हूँ,I'm stuck in the business of making pizza.
ज़रुरी नहीं।,Not necessarily.
ट्रैवल एजेंसियां एक मरते हुए व्यवसाय हैं।,Travel agencies are a dying business.
तुम क्या करते हो?,What are you doing?
मैं एक बच्चे के रूप में भी बारबेक्यू के साथ खेला करता हूं।,I also play with barbecue as a child.
क्या आप एक लड़की हैं,Are you a girl?
जो अपने मध्य बिसवां दशा में है?,who is in his mid-twenties?
अब पाई इतनी अच्छी लगती है।,Now the pie looks so good.
मैं सिर्फ एक वृद्धि से आराम कर रहा हूँ ।,I 'm just relaxing with a raise .
मैं पूछने के लिए अच्छा धन्यवाद ।,I 'm very grateful to ask .
ऐक्रेलिक मेरा पसंदीदा माध्यम है।,Acrylic is my favorite medium.
आपका जुनून क्या है?,What is your passion?
मैं वास्तव में माफी चाहता हूँ ।,I 'm really sorry .
मैं बच्चों से प्यार करता हूँ ।,I love children.
एक महान रात है!,Have a great night!
मुझे भी डांस करना पसंद है,I like to dance too.
"लेकिन मैं ऐसा नहीं कर सकता, जबकि मैं खेल रहा हूं।",But I can 't do that while I 'm playing.
जबरदस्त हंसी,The laugh is huge
हो सकता है कि आपको अपने खेलने और नृत्य करने के लिए रिकॉर्ड करना होगा।,You may have to record your play and dance.
महान विचार! प्यार देर से रह रहा है,Great idea! Love is late
तो मैं भी कर सकता था,So I could too.
"कि आज रात प्यार प्राचीन वस्तुएँ, बस किराए पर एक नया अपार्टमेंट फर्नीचर की जरूरत है","That love ancient objects tonight, just need to rent a new apartment furniture"
यह भयानक है।,This is terrible.
क्या आप तब पी रहे थे,Were you drinking then?
जब आपको पता चला था?,When did you find out?
आज मैं यही कर रहा हूं।,That is what I am doing today.
"हाय, आज आप कैसे हैं?","Hi, how are you today?"
क्या आप खुद पिज्जा बनाते हैं?,Do you make your own pizza?
आपको इसे अब हटा देना चाहिए।,You should remove it now.
"यह मेरे साथ ठीक है, एक अच्छी रात है।","It's okay with me, have a good night."
लगता है कि कुछ समय लग सकता है,It may take some time.
किसी भी अन्य सामान का पता लगाने के लिए?,Any other stuff to track down?
"मेरे पास दो कुत्ते हैं, और वे कभी-कभी मेरे साथ सेट पर आते हैं!","I have two dogs, and they come with me sometimes on set!"
हम एक हो सकते हैं।,We can be one.
इंटरनेट सर्फिंग से प्यार है,I love surfing the Internet
इसलिए हम हमेशा चैट कर सकते हैं।,So we can always chat.
मैं वॉशिंगटन डीसी से हूँ,I'm from Washington DC.
आपके बारे में क्या?,What about you?
आपके मकान मालिक ने क्या किया।,What your landlord did.
मैं बहुत प्रफुल्लित हूँ।,I am very excited.
"हालांकि, मेरे दादाजी जो नाज़ियों के खिलाफ लड़े थे","However, my grandfather who fought against the Nazis"
बहुत निराश हो गया हूँ।,I am very disappointed.
प्यार देर तक रहना,Love lasts for a long time
तो मैं आज रात भी कर सकता था,So I could do it tonight.
क्या आपके पास एक दिन का काम है?,Do you have a day job?
मैं एक नर्स हूं,I am a nurse
जो पोषण कक्षाएं सिखाती है,who teaches nutrition classes
उन्होंने अपने जीवन के माध्यम से हमारी एकजुट राज्यों की सेना का प्रतिनिधित्व किया है।,He has represented the army of our United States through his life.
"देखें, यह मत कहो कि हम मौसम की वरीयताओं के कारण बस साथ नहीं लेंगे।","Look, don't say we won't just go along because of the weather preferences."
"हाय, मैं एक नर्तकी हूं","Hi, I'm a dancer"
आपका पेशा क्या है।,What is your profession?
"नहीं, मुझे ऐसा करना पसंद नहीं है।","No, I don't like to do that."
मुझे टीवी देखना और गेम खेलना पसंद है।,I like watching TV and playing games.
"मुझे जैज़ पसंद है, हो सकता है","I like jazz, maybe."
कि आप आज तक रॉक की कोशिश करें और सुनें।,That you try and listen to rock to this day.
मुझे अब तक की प्रेम कहानी पसंद है।,I like the love story so far.
वे महान हैं।,They are great.
मैं उनके साथ खेला।,I played with them.
"मुझे यकीन है कि आप मिठाई के बीमार हो जाते हैं, हुह?","I'm sure you get sick of candy, huh?"
"वह शांत है, मुझे गोधूलि पढ़ना पसंद है। दोनों।","She's cool, I like to read the scrolls. Both."
आपका सबसे पसंदीदा अवकाश कौन सा है ?,What is your favorite vacation?
"खुशी में पीने थे दो-दो पैग, ग़म में अधिए,पौव्वे मारे","They drank two cups of wine, and they were filled with grief, and they were filled with joy."
भारत में पाकिस्तान को धमकी दी है कि वह जल्द से जल्द पी. ओ. के. पाक अधिकृत कश्मीर को छोड़ दे,Pakistan has threatened to leave P.O.K. - controlled Kashmir as soon as possible
वहां से हट जाए वरना परिणाम अच्छे नहीं होंगे।,"If you leave, the results will not be good."
क्योंकि वो भारत का हिस्सा है और रहेगा।,Because it is and will remain part of India.
"भारत में पीओके के गिलगिट, मुजफ्फराबाद और अन्य स्थानों के मौसम का हाल भी अपने अन्य शहरों के साथ दूरदर्शन और वीडियो पर बताना शुरू कर दिया है।","The weather of Gilgit, Muzaffarabad and other places in PoK in India has also started to be reported on Doordarshan and video with its other cities."
यह देखकर पाकिस्तानियों को पिस्सू पड़ गए हैं।,Pakistanis are stunned by this.
सुधर जा,get better
पाकिस्तान है बिगड़ा मुन्ना,Pakistan is a bad country
इसका सुधार जरूरी है,This is a need for reform.
यह नहीं सुधरेगा ऐसे,It won 't improve like that
इसको मार जरूरी है,It must be killed.
लातों के भूत बातों से नहीं मानते,The ghosts of the Latans do not believe in things.
यह कहावत कोई गलत नहीं,This saying is not wrong.
पाकिस्तान को सबक सिखाना,Teaching Pakistan a lesson
भारत की मजबूरी है,India is a force to be reckoned with
पी.ओ.के. भारत का है,POK is from India
भारत का ही रहेगा,India will remain
बेशक़ दूर है दिल्ली से पर,"Of course, far from Delhi."
यह दूरी क्या दूरी है?,What is this distance?
सिंह गर्जना कर चुका,The lion is roaring
अब तो होश में आ आओ,So come to your senses.
जान बख़्शी हो जाएगी तुम्हारी,and you will be forgiven.
दुम दबा कर भाग जाओ,Press the button and run away
इंसानियत का फ़र्ज़,The duty of mankind
डेंगू का कहर देखकर,The scourge of dengue
बेचारे मच्छर भी शरमा गए,The unrighteous mosquitoes were also ashamed.
अपनें तो पीछे हट गए,And their own people turned back.
बेचारे मच्छर मदद को आ गए,The helpless mosquitoes came.
कहनें लगे ना घबराना,"""Don't be afraid of the dark""."
हम इंसानियत का फ़र्ज़ निभाएँगे,We will fulfill the duty of humanity.
आपके अपनें तो धोखा दे गए,Your own were betrayed.
हम ब्लड डोनेशन को ज़रूर आएँगे,We will certainly come to blood donation.
अपना खून देकर भी हम,We can give our blood
आपको ज़रूर बचाएँगे,You will be saved.
जितना आपसे चूसा था,As Moses was
उससे दुगुना देकर जाएंगे,and they shall be doubled.
अपनी तो मज़बूरी थी,It was his strength.
ना पीते तो कैसे जीते,How to live without drinking
लेकिन आपकी ख़ातिर हम,"But for your sake, we"
बिन पिए मर जाएंगे,"Without drinking, they will die."
लेकिन आपके अपनों की तरह,But like yours
पीठ नहीं दिखाएँगे,Do not turn back
बहाने नहीं बनाएँगे,They will not make excuses.
यह वादा है हमारा,This is our promise.
आपको ज़रूर बचाएँगे,You will be saved.
आपको ज़रुर,You need to
दूध से सफेद रंग तेरा,The milk is white
तवे  से काले बाल,black hair from the waist
पॉवडर लगाया है थप्प थप्प कर,The powder is applied by tapping
हेयर डाई का है यह कमाल,Hair dye is amazing.
तेरी आंखों में जग बसता,The world lives in your eyes
मुझे भी बसा ले,Take me in too.
ज्यादा बड़ा ना भी हो चाहे,Whether or not it is too big
दो कमरे का सैट दिलवा दे,Give me a set of two rooms
हाई-फाई,high-fi
बाप लगा है आलू छीलने,Dad thinks he 's picking potatoes
अम्मा ने लगाई है हेयर डाई,Mummy has done hair dye
बेटा लगा है कपड़े धोने,Son thinks washing clothes
बहू ने मेहंदी हाथों में रचाई,The bride made the Mehndi in her hands
हाय ओ लोगों देख लो,"Hey, guys, look at this."
मर्दों की आज कैसी शामत आई,What a night for men today!
मर्द आज बन गए नीरे बकरे,Men today have become deaf goats.
औरतें हो गई हाई-फाई,Women got high-fi
